company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Operon,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Agentic data layer for manufacturing & process industries.,"Agentic data layer for manufacturing & process industries. . Founded in 2026 by Anderson Chen, Operon has 0 employees based in San Francisco. Operon is hiring for 1 roles in engineering.",Anderson Chen,https://www.linkedin.com/in/anderson-chen-2b6941216,https://www.ycombinator.com/companies/operon
Ooak Data,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We build the world's largest library of real-world business workflow…,"We build the world's largest library of real-world business workflow…. Founded in 2024 by Thomas Aubry, Grégoire Lamy, and Pierre-Louis Vouteau, Ooak Data has 5 employees based in Paris, France. Ooak Data is hiring for 7 roles in marketing, operations, sales, recruiting & hr, and engineering.",Thomaub,https://www.linkedin.com/in/thomaub,https://www.ycombinator.com/companies/ooak-data
screenpipe,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Record how you work and turn that into agents,"Record how you work and turn that into agents. Founded in 2024 by Louis Beaumont, screenpipe has 6 employees based in San Francisco. screenpipe is hiring for 1 roles in sales.",Louis Beaumont,https://www.linkedin.com/in/louis030195,https://www.ycombinator.com/companies/screenpipe
Rise Reforming,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We turn waste gases into valuable supply-secure chemicals,"We turn waste gases into valuable supply-secure chemicals . Founded in 2024 by George Rose, Jona van Oord, and Lucas Zubillaga, Rise Reforming has 4 employees based in Chicago, IL, USA. Rise Reforming is hiring for 1 roles in engineering.",George Rose,https://www.linkedin.com/in/george-rose25,https://www.ycombinator.com/companies/rise-reforming
Rise Reforming,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We turn waste gases into valuable supply-secure chemicals,"We turn waste gases into valuable supply-secure chemicals . Founded in 2024 by George Rose, Jona van Oord, and Lucas Zubillaga, Rise Reforming has 4 employees based in Chicago, IL, USA. Rise Reforming is hiring for 1 roles in engineering.",Lucas Zubillaga,https://www.linkedin.com/in/lucaszubillagamaharg,https://www.ycombinator.com/companies/rise-reforming
Rise Reforming,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We turn waste gases into valuable supply-secure chemicals,"We turn waste gases into valuable supply-secure chemicals . Founded in 2024 by George Rose, Jona van Oord, and Lucas Zubillaga, Rise Reforming has 4 employees based in Chicago, IL, USA. Rise Reforming is hiring for 1 roles in engineering.",Jonavanoord,https://www.linkedin.com/in/jonavanoord,https://www.ycombinator.com/companies/rise-reforming
Parasma,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Training human brain cells for AI compute,"Training human brain cells for AI compute. Founded in 2026 by Sean Cole, Parasma has 1 employees based in San Francisco. Parasma is hiring for 1 roles in science.",Sean Cole,https://www.linkedin.com/in/sean-cole-8985a4207,https://www.ycombinator.com/companies/parasma
Torus,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Legora for physical engineering firms,"Legora for physical engineering firms. Founded in 2026 by Marcus Lima and Rahul Thayil, Torus has 5 employees based in San Francisco. Torus is hiring for 3 roles in engineering.",Marcus Lima,https://www.linkedin.com/in/marcus-lima-144974101,https://www.ycombinator.com/companies/torus
Torus,Summer 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Legora for physical engineering firms,"Legora for physical engineering firms. Founded in 2026 by Marcus Lima and Rahul Thayil, Torus has 5 employees based in San Francisco. Torus is hiring for 3 roles in engineering.",Rahul Thayil,https://www.linkedin.com/in/rahul-thayil,https://www.ycombinator.com/companies/torus
Huscarl,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-native actuary enabling self-insurance for corporations,"AI-native actuary enabling self-insurance for corporations. Founded in 2025 by Paulien Jeunesse and Alex Musy, Huscarl has 2 employees based in San Francisco. Huscarl is hiring for 1 roles in engineering.",Alexandre Musy 653012148,https://www.linkedin.com/in/alexandre-musy-653012148,https://www.ycombinator.com/companies/huscarl
Huscarl,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-native actuary enabling self-insurance for corporations,"AI-native actuary enabling self-insurance for corporations. Founded in 2025 by Paulien Jeunesse and Alex Musy, Huscarl has 2 employees based in San Francisco. Huscarl is hiring for 1 roles in engineering.",Paulien Jeunesse,https://linkedin.com/in/paulienjeunesse,https://www.ycombinator.com/companies/huscarl
Intelligence Factory,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Human Intelligence for Robots,"Human Intelligence for Robots. Founded in 2026 by Jalaj Shukla and Yash Sinha, Intelligence Factory has 5 employees based in San Francisco. Intelligence Factory is hiring for 1 roles in engineering.",Yash Sinha,https://www.linkedin.com/in/yash-sinha-556b411b3,https://www.ycombinator.com/companies/intelligence-factory
Intelligence Factory,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Human Intelligence for Robots,"Human Intelligence for Robots. Founded in 2026 by Jalaj Shukla and Yash Sinha, Intelligence Factory has 5 employees based in San Francisco. Intelligence Factory is hiring for 1 roles in engineering.",Jalaj Shukla,https://www.linkedin.com/in/jalaj-shukla-635005167,https://www.ycombinator.com/companies/intelligence-factory
KugelAudio,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Kugel is an on-prem Voice AI model supporting 30+ languages,"Kugel is an on-prem Voice AI model supporting 30+ languages . Founded in 2025 by Kajo Kratzenstein and Viktor Presber, KugelAudio has 4 employees based in San Francisco. KugelAudio is hiring for 1 roles in sales.",Viktor Presber,https://www.linkedin.com/in/viktor-presber,https://www.ycombinator.com/companies/kugelaudio
KugelAudio,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Kugel is an on-prem Voice AI model supporting 30+ languages,"Kugel is an on-prem Voice AI model supporting 30+ languages . Founded in 2025 by Kajo Kratzenstein and Viktor Presber, KugelAudio has 4 employees based in San Francisco. KugelAudio is hiring for 1 roles in sales.",Kajo Kratzenstein,https://linkedin.com/in/kratzenstein,https://www.ycombinator.com/companies/kugelaudio
Arlo Industries,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Track drones and missiles without radars - Accurate, Passive, Scalable","Track drones and missiles without radars - Accurate, Passive, Scalable. Founded in 2025 by Deo Arlo (Iron Dome Guy), Arlo Industries has 3 employees based in San Francisco. Arlo Industries is hiring for 2 roles in engineering.",Deo Arlo,https://linkedin.com/in/deoarlo,https://www.ycombinator.com/companies/arlo-industries
Arlo Industries,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Track drones and missiles without radars - Accurate, Passive, Scalable","Track drones and missiles without radars - Accurate, Passive, Scalable. Founded in 2025 by Deo Arlo (Iron Dome Guy), Arlo Industries has 3 employees based in San Francisco. Arlo Industries is hiring for 2 roles in engineering.",Deo Arlo,https://www.linkedin.com/in/deoarlo,https://www.ycombinator.com/companies/arlo-industries
Astraea,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Operating System for Clinical Development,"AI Operating System for Clinical Development. Founded in 2026 by Sanmay Sarada and Joshua Wang, Astraea has 2 employees based in San Francisco. Astraea is hiring for 1 roles in engineering.",Joshua Wang,https://www.linkedin.com/in/joshua-wang-229196319,https://www.ycombinator.com/companies/astraea
Astraea,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Operating System for Clinical Development,"AI Operating System for Clinical Development. Founded in 2026 by Sanmay Sarada and Joshua Wang, Astraea has 2 employees based in San Francisco. Astraea is hiring for 1 roles in engineering.",Sanmay Sarada,https://www.linkedin.com/in/sanmay-sarada,https://www.ycombinator.com/companies/astraea
Manicule,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AgentRel — Devrel For Agents,"AgentRel — Devrel For Agents. Founded in 2025 by Naman Bansal and Shreyans Jain, Manicule has 5 employees based in San Francisco. Manicule is hiring for 1 roles in product.",Namban,https://linkedin.com/in/namban,https://www.ycombinator.com/companies/manicule
Manicule,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AgentRel — Devrel For Agents,"AgentRel — Devrel For Agents. Founded in 2025 by Naman Bansal and Shreyans Jain, Manicule has 5 employees based in San Francisco. Manicule is hiring for 1 roles in product.",Shreyans Jain,https://linkedin.com/in/sjain07,https://www.ycombinator.com/companies/manicule
Asendia AI,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI recruiters for staffing agencies,"AI recruiters for staffing agencies. Founded in 2025 by Rihab Lajmi and Badis Zormati, Asendia AI has 3 employees based in San Francisco. Asendia AI is hiring for 1 roles in engineering.",Rihab Lajmi,https://www.linkedin.com/in/rihab-l-085182164,https://www.ycombinator.com/companies/asendia-ai
Asendia AI,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI recruiters for staffing agencies,"AI recruiters for staffing agencies. Founded in 2025 by Rihab Lajmi and Badis Zormati, Asendia AI has 3 employees based in San Francisco. Asendia AI is hiring for 1 roles in engineering.",Badis Zormati,https://www.linkedin.com/in/badis-zormati,https://www.ycombinator.com/companies/asendia-ai
AgentPhone,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Phone Numbers for AI Agents,"Phone Numbers for AI Agents. Founded in 2026 by Manav Modi and Meet Modi, AgentPhone has 2 employees based in . AgentPhone is hiring for 1 roles in engineering.",Manav Modi,https://www.linkedin.com/in/manav2modi,https://www.ycombinator.com/companies/agentphone
AgentPhone,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Phone Numbers for AI Agents,"Phone Numbers for AI Agents. Founded in 2026 by Manav Modi and Meet Modi, AgentPhone has 2 employees based in . AgentPhone is hiring for 1 roles in engineering.",Meet Modi,https://www.linkedin.com/in/meetmodi-,https://www.ycombinator.com/companies/agentphone
Runtime,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Build and run internal agents, without managing the infrastructure","Build and run internal agents, without managing the infrastructure. Founded in 2026 by Gus Trigos and Carlos Volante, Runtime has 3 employees based in San Francisco. Runtime is hiring for 1 roles in engineering.",Gustavoatrigos,https://www.linkedin.com/in/gustavoatrigos,https://www.ycombinator.com/companies/runtime
Runtime,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Build and run internal agents, without managing the infrastructure","Build and run internal agents, without managing the infrastructure. Founded in 2026 by Gus Trigos and Carlos Volante, Runtime has 3 employees based in San Francisco. Runtime is hiring for 1 roles in engineering.",Carlos Volante,https://linkedin.com/in/carlos-volante-49bb86145,https://www.ycombinator.com/companies/runtime
Arzana,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The autonomous ERP for every manufacturer,"The autonomous ERP for every manufacturer. Founded in 2025 by William Alexander and Marshall Kools, Arzana has 5 employees based in San Francisco. Arzana is hiring for 1 roles in engineering.",William Alexander,https://www.linkedin.com/in/william--alexander,https://www.ycombinator.com/companies/arzana
Arzana,Spring 2026,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The autonomous ERP for every manufacturer,"The autonomous ERP for every manufacturer. Founded in 2025 by William Alexander and Marshall Kools, Arzana has 5 employees based in San Francisco. Arzana is hiring for 1 roles in engineering.",Marshall Kools,https://www.linkedin.com/in/marshallkools,https://www.ycombinator.com/companies/arzana
